name,jobs,machines,status,time,makespan,bound,gap,NC,RF,RS,solver
j3024_10,30,4,Optimal,0.01,53,53.0,0.0,1.8,0.5,1,CPSat
j3024_2,30,4,Optimal,0.01,58,58.0,0.0,1.8,0.5,1,CPSat
j3024_3,30,4,Optimal,0.01,69,69.0,0.0,1.8,0.5,1,CPSat
j3024_4,30,4,Optimal,0.02,53,53.0,0.0,1.8,0.5,1,CPSat
j3024_5,30,4,Optimal,0.01,51,51.0,0.0,1.8,0.5,1,CPSat
j3024_6,30,4,Optimal,0.01,56,56.0,0.0,1.8,0.5,1,CPSat
j3024_7,30,4,Optimal,0.03,44,44.0,0.0,1.8,0.5,1,CPSat
j3024_8,30,4,Optimal,0.02,38,38.0,0.0,1.8,0.5,1,CPSat
j3024_9,30,4,Optimal,0.03,43,43.0,0.0,1.8,0.5,1,CPSat
j3025_1,30,4,Optimal,0.82,93,93.0,0.0,1.8,0.75,0.2,CPSat
j3025_10,30,4,Optimal,0.08,58,58.0,0.0,1.8,0.75,0.2,CPSat
j3025_2,30,4,Optimal,0.37,75,75.0,0.0,1.8,0.75,0.2,CPSat
j3025_3,30,4,Optimal,0.62,76,76.0,0.0,1.8,0.75,0.2,CPSat
j3025_4,30,4,Optimal,1.25,81,81.0,0.0,1.8,0.75,0.2,CPSat
j3025_5,30,4,Optimal,0.76,72,72.0,0.0,1.8,0.75,0.2,CPSat
j3025_6,30,4,Optimal,0.33,58,58.0,0.0,1.8,0.75,0.2,CPSat
j3025_7,30,4,Optimal,0.32,95,95.0,0.0,1.8,0.75,0.2,CPSat
j3025_8,30,4,Optimal,0.4,69,69.0,0.0,1.8,0.75,0.2,CPSat
j3025_9,30,4,Optimal,0.21,84,84.0,0.0,1.8,0.75,0.2,CPSat
j3026_1,30,4,Optimal,0.06,59,59.0,0.0,1.8,0.75,0.5,CPSat
j3026_10,30,4,Optimal,0.04,49,49.0,0.0,1.8,0.75,0.5,CPSat
j3026_2,30,4,Optimal,0.03,40,40.0,0.0,1.8,0.75,0.5,CPSat
j3026_3,30,4,Optimal,0.03,58,58.0,0.0,1.8,0.75,0.5,CPSat
j3026_4,30,4,Optimal,0.03,62,62.0,0.0,1.8,0.75,0.5,CPSat
j3026_5,30,4,Optimal,0.03,74,74.0,0.0,1.8,0.75,0.5,CPSat
j3026_6,30,4,Optimal,0.04,53,53.0,0.0,1.8,0.75,0.5,CPSat
j3026_7,30,4,Optimal,0.06,56,56.0,0.0,1.8,0.75,0.5,CPSat
j3026_8,30,4,Optimal,0.04,66,66.0,0.0,1.8,0.75,0.5,CPSat
j3026_9,30,4,Optimal,0.04,43,43.0,0.0,1.8,0.75,0.5,CPSat
j3027_1,30,4,Optimal,0.03,43,43.0,0.0,1.8,0.75,0.7,CPSat
j3027_10,30,4,Optimal,0.03,62,62.0,0.0,1.8,0.75,0.7,CPSat
j3027_2,30,4,Optimal,0.03,58,58.0,0.0,1.8,0.75,0.7,CPSat
j3027_3,30,4,Optimal,0.03,60,60.0,0.0,1.8,0.75,0.7,CPSat
j3027_4,30,4,Optimal,0.03,64,64.0,0.0,1.8,0.75,0.7,CPSat
j3027_5,30,4,Optimal,0.04,49,49.0,0.0,1.8,0.75,0.7,CPSat
j3027_6,30,4,Optimal,0.05,59,59.0,0.0,1.8,0.75,0.7,CPSat
j3027_7,30,4,Optimal,0.04,49,49.0,0.0,1.8,0.75,0.7,CPSat
j3027_8,30,4,Optimal,0.03,66,66.0,0.0,1.8,0.75,0.7,CPSat
j3027_9,30,4,Optimal,0.03,55,55.0,0.0,1.8,0.75,0.7,CPSat
j3028_1,30,4,Optimal,0.03,69,69.0,0.0,1.8,0.75,1,CPSat
j3028_10,30,4,Optimal,0.01,59,59.0,0.0,1.8,0.75,1,CPSat
j3028_2,30,4,Optimal,0.02,57,57.0,0.0,1.8,0.75,1,CPSat
j3028_3,30,4,Optimal,0.02,40,40.0,0.0,1.8,0.75,1,CPSat
j3028_4,30,4,Optimal,0.02,49,49.0,0.0,1.8,0.75,1,CPSat
j3028_5,30,4,Optimal,0.02,73,73.0,0.0,1.8,0.75,1,CPSat
j3028_6,30,4,Optimal,0.01,55,55.0,0.0,1.8,0.75,1,CPSat
j3028_7,30,4,Optimal,0.01,48,48.0,0.0,1.8,0.75,1,CPSat
j3028_8,30,4,Optimal,0.01,53,53.0,0.0,1.8,0.75,1,CPSat
j3028_9,30,4,Optimal,0.01,62,62.0,0.0,1.8,0.75,1,CPSat
j3029_1,30,4,Optimal,0.18,85,85.0,0.0,1.8,1,0.2,CPSat
j3029_10,30,4,Optimal,0.12,76,76.0,0.0,1.8,1,0.2,CPSat
j3029_2,30,4,Optimal,0.67,90,90.0,0.0,1.8,1,0.2,CPSat
j3029_3,30,4,Optimal,13.5,78,78.0,0.0,1.8,1,0.2,CPSat
j3029_4,30,4,Optimal,5.92,103,103.0,0.0,1.8,1,0.2,CPSat
j3029_5,30,4,Optimal,0.8,98,98.0,0.0,1.8,1,0.2,CPSat
j3029_6,30,4,Optimal,18.71,92,92.0,0.0,1.8,1,0.2,CPSat
j3029_7,30,4,Optimal,0.78,73,73.0,0.0,1.8,1,0.2,CPSat
j3029_8,30,4,Optimal,19.68,80,80.0,0.0,1.8,1,0.2,CPSat
j3029_9,30,4,Optimal,4.5,97,97.0,0.0,1.8,1,0.2,CPSat
j302_1,30,4,Optimal,0.03,38,38.0,0.0,1.5,0.25,0.5,CPSat
j302_10,30,4,Optimal,0.02,43,43.0,0.0,1.5,0.25,0.5,CPSat
j302_2,30,4,Optimal,0.03,51,51.0,0.0,1.5,0.25,0.5,CPSat
j302_3,30,4,Optimal,0.03,43,43.0,0.0,1.5,0.25,0.5,CPSat
j302_4,30,4,Optimal,0.03,43,43.0,0.0,1.5,0.25,0.5,CPSat
j302_5,30,4,Optimal,0.02,51,51.0,0.0,1.5,0.25,0.5,CPSat
j302_6,30,4,Optimal,0.03,47,47.0,0.0,1.5,0.25,0.5,CPSat
j302_7,30,4,Optimal,0.03,47,47.0,0.0,1.5,0.25,0.5,CPSat
j302_8,30,4,Optimal,0.01,54,54.0,0.0,1.5,0.25,0.5,CPSat
j302_9,30,4,Optimal,0.03,54,54.0,0.0,1.5,0.25,0.5,CPSat
j3030_1,30,4,Optimal,0.07,47,47.0,0.0,1.8,1,0.5,CPSat
j3030_10,30,4,Optimal,0.12,53,53.0,0.0,1.8,1,0.5,CPSat
j3030_2,30,4,Optimal,0.12,68,68.0,0.0,1.8,1,0.5,CPSat
j3030_3,30,4,Optimal,0.05,55,55.0,0.0,1.8,1,0.5,CPSat
j3030_4,30,4,Optimal,0.06,53,53.0,0.0,1.8,1,0.5,CPSat
j3030_5,30,4,Optimal,0.09,54,54.0,0.0,1.8,1,0.5,CPSat
j3030_6,30,4,Optimal,0.11,62,62.0,0.0,1.8,1,0.5,CPSat
j3030_7,30,4,Optimal,0.08,68,68.0,0.0,1.8,1,0.5,CPSat
j3030_8,30,4,Optimal,0.06,46,46.0,0.0,1.8,1,0.5,CPSat
j3030_9,30,4,Optimal,0.04,46,46.0,0.0,1.8,1,0.5,CPSat
j3031_1,30,4,Optimal,0.03,43,43.0,0.0,1.8,1,0.7,CPSat
j3031_10,30,4,Optimal,0.03,55,55.0,0.0,1.8,1,0.7,CPSat
j3031_2,30,4,Optimal,0.03,63,63.0,0.0,1.8,1,0.7,CPSat
j3031_3,30,4,Optimal,0.03,58,58.0,0.0,1.8,1,0.7,CPSat
j3031_4,30,4,Optimal,0.03,50,50.0,0.0,1.8,1,0.7,CPSat
j3031_5,30,4,Optimal,0.04,52,52.0,0.0,1.8,1,0.7,CPSat
j3031_6,30,4,Optimal,0.03,53,53.0,0.0,1.8,1,0.7,CPSat
j3031_7,30,4,Optimal,0.03,61,61.0,0.0,1.8,1,0.7,CPSat
j3031_8,30,4,Optimal,0.03,58,58.0,0.0,1.8,1,0.7,CPSat
j3031_9,30,4,Optimal,0.04,50,50.0,0.0,1.8,1,0.7,CPSat
j3032_1,30,4,Optimal,0.03,61,61.0,0.0,1.8,1,1,CPSat
j3032_10,30,4,Optimal,0.01,51,51.0,0.0,1.8,1,1,CPSat
j3032_2,30,4,Optimal,0.01,60,60.0,0.0,1.8,1,1,CPSat
j3032_3,30,4,Optimal,0.02,57,57.0,0.0,1.8,1,1,CPSat
j3032_4,30,4,Optimal,0.03,68,68.0,0.0,1.8,1,1,CPSat
j3032_5,30,4,Optimal,0.03,54,54.0,0.0,1.8,1,1,CPSat
j3032_6,30,4,Optimal,0.03,44,44.0,0.0,1.8,1,1,CPSat
j3032_7,30,4,Optimal,0.03,35,35.0,0.0,1.8,1,1,CPSat
j3032_8,30,4,Optimal,0.01,54,54.0,0.0,1.8,1,1,CPSat
j3032_9,30,4,Optimal,0.03,65,65.0,0.0,1.8,1,1,CPSat
j3033_1,30,4,Optimal,0.03,65,65.0,0.0,2.1,0.25,0.2,CPSat
j3033_10,30,4,Optimal,0.03,53,53.0,0.0,2.1,0.25,0.2,CPSat
j3033_2,30,4,Optimal,0.03,60,60.0,0.0,2.1,0.25,0.2,CPSat
j3033_3,30,4,Optimal,0.03,55,55.0,0.0,2.1,0.25,0.2,CPSat
j3033_4,30,4,Optimal,0.03,77,77.0,0.0,2.1,0.25,0.2,CPSat
j3033_5,30,4,Optimal,0.02,53,53.0,0.0,2.1,0.25,0.2,CPSat
j3033_6,30,4,Optimal,0.03,59,59.0,0.0,2.1,0.25,0.2,CPSat
j3033_7,30,4,Optimal,0.03,58,58.0,0.0,2.1,0.25,0.2,CPSat
j3033_8,30,4,Optimal,0.03,61,61.0,0.0,2.1,0.25,0.2,CPSat
j3033_9,30,4,Optimal,0.03,65,65.0,0.0,2.1,0.25,0.2,CPSat
j3034_1,30,4,Optimal,0.03,68,68.0,0.0,2.1,0.25,0.5,CPSat
j3034_10,30,4,Optimal,0.03,47,47.0,0.0,2.1,0.25,0.5,CPSat
j3034_2,30,4,Optimal,0.01,44,44.0,0.0,2.1,0.25,0.5,CPSat
j3034_3,30,4,Optimal,0.01,69,69.0,0.0,2.1,0.25,0.5,CPSat
j3034_4,30,4,Optimal,0.01,67,67.0,0.0,2.1,0.25,0.5,CPSat
j3034_5,30,4,Optimal,0.03,63,63.0,0.0,2.1,0.25,0.5,CPSat
j3034_6,30,4,Optimal,0.03,52,52.0,0.0,2.1,0.25,0.5,CPSat
j3034_7,30,4,Optimal,0.03,58,58.0,0.0,2.1,0.25,0.5,CPSat
j3034_8,30,4,Optimal,0.03,58,58.0,0.0,2.1,0.25,0.5,CPSat
j3034_9,30,4,Optimal,0.03,60,60.0,0.0,2.1,0.25,0.5,CPSat
j3035_1,30,4,Optimal,0.03,57,57.0,0.0,2.1,0.25,0.7,CPSat
j3035_10,30,4,Optimal,0.01,59,59.0,0.0,2.1,0.25,0.7,CPSat
j3035_2,30,4,Optimal,0.03,53,53.0,0.0,2.1,0.25,0.7,CPSat
j3035_3,30,4,Optimal,0.03,60,60.0,0.0,2.1,0.25,0.7,CPSat
j3035_4,30,4,Optimal,0.03,50,50.0,0.0,2.1,0.25,0.7,CPSat
j3035_5,30,4,Optimal,0.03,60,60.0,0.0,2.1,0.25,0.7,CPSat
j3035_6,30,4,Optimal,0.03,58,58.0,0.0,2.1,0.25,0.7,CPSat
j3035_7,30,4,Optimal,0.02,61,61.0,0.0,2.1,0.25,0.7,CPSat
j3035_8,30,4,Optimal,0.02,63,63.0,0.0,2.1,0.25,0.7,CPSat
j3035_9,30,4,Optimal,0.03,59,59.0,0.0,2.1,0.25,0.7,CPSat
j3036_1,30,4,Optimal,0.02,66,66.0,0.0,2.1,0.25,1,CPSat
j3036_10,30,4,Optimal,0.02,59,59.0,0.0,2.1,0.25,1,CPSat
j3036_2,30,4,Optimal,0.02,44,44.0,0.0,2.1,0.25,1,CPSat
j3036_3,30,4,Optimal,0.01,61,61.0,0.0,2.1,0.25,1,CPSat
j3036_4,30,4,Optimal,0.01,59,59.0,0.0,2.1,0.25,1,CPSat
j3036_5,30,4,Optimal,0.01,64,64.0,0.0,2.1,0.25,1,CPSat
j3036_6,30,4,Optimal,0.01,46,46.0,0.0,2.1,0.25,1,CPSat
j3036_7,30,4,Optimal,0.03,56,56.0,0.0,2.1,0.25,1,CPSat
j3036_8,30,4,Optimal,0.03,63,63.0,0.0,2.1,0.25,1,CPSat
j3036_9,30,4,Optimal,0.01,59,59.0,0.0,2.1,0.25,1,CPSat
j3037_1,30,4,Optimal,0.17,79,79.0,0.0,2.1,0.5,0.2,CPSat
j3037_10,30,4,Optimal,0.04,81,81.0,0.0,2.1,0.5,0.2,CPSat
j3037_2,30,4,Optimal,0.12,69,69.0,0.0,2.1,0.5,0.2,CPSat
j3037_3,30,4,Optimal,0.12,81,81.0,0.0,2.1,0.5,0.2,CPSat
j3037_4,30,4,Optimal,0.07,83,83.0,0.0,2.1,0.5,0.2,CPSat
j3037_5,30,4,Optimal,0.06,80,80.0,0.0,2.1,0.5,0.2,CPSat
j3037_6,30,4,Optimal,0.06,73,73.0,0.0,2.1,0.5,0.2,CPSat
j3037_7,30,4,Optimal,0.2,92,92.0,0.0,2.1,0.5,0.2,CPSat
j3037_8,30,4,Optimal,0.06,72,72.0,0.0,2.1,0.5,0.2,CPSat
j3037_9,30,4,Optimal,0.04,57,57.0,0.0,2.1,0.5,0.2,CPSat
j3038_1,30,4,Optimal,0.03,48,48.0,0.0,2.1,0.5,0.5,CPSat
j3038_10,30,4,Optimal,0.03,60,60.0,0.0,2.1,0.5,0.5,CPSat
j3038_2,30,4,Optimal,0.03,54,54.0,0.0,2.1,0.5,0.5,CPSat
j3038_3,30,4,Optimal,0.04,59,59.0,0.0,2.1,0.5,0.5,CPSat
j3038_4,30,4,Optimal,0.03,59,59.0,0.0,2.1,0.5,0.5,CPSat
j3038_5,30,4,Optimal,0.03,71,71.0,0.0,2.1,0.5,0.5,CPSat
j3038_6,30,4,Optimal,0.03,63,63.0,0.0,2.1,0.5,0.5,CPSat
j3038_7,30,4,Optimal,0.03,65,65.0,0.0,2.1,0.5,0.5,CPSat
j3038_8,30,4,Optimal,0.03,61,61.0,0.0,2.1,0.5,0.5,CPSat
